# Course FFC: ouistreham
# Saison: cx-25-26
# Nombre total de résultats: 512
coureur,position,nb_participants,categorie,date_course
CRAPPER THOMAS,49,56,Classement général individuel (épreuve de 1 jour) : ELITE HOMMES,
CADEAU FLORENTIN,50,56,Classement général individuel (épreuve de 1 jour) : ELITE HOMMES,
GONTHIER CÉDRIC,51,56,Classement général individuel (épreuve de 1 jour) : ELITE HOMMES,
BERARD ALEXANDRE,52,56,Classement général individuel (épreuve de 1 jour) : ELITE HOMMES,
BONNIN FLORIAN,53,56,Classement général individuel (épreuve de 1 jour) : ELITE HOMMES,
DERUDDER THOMAS,54,56,Classement général individuel (épreuve de 1 jour) : ELITE HOMMES,
BERNIER EMILIEN,55,56,Classement général individuel (épreuve de 1 jour) : ELITE HOMMES,
GOUY DORIAN,56,56,Classement général individuel (épreuve de 1 jour) : ELITE HOMMES,
MORICHON ANAÏS,1,37,ELITE ET U23 FEMMES,
DESPREZ LISON,2,37,ELITE ET U23 FEMMES,
GARNIER NOEMIE,3,37,ELITE ET U23 FEMMES,
DURAFFOURG LAURIANE,4,37,ELITE ET U23 FEMMES,
MOULIN ANAÏS,5,37,ELITE ET U23 FEMMES,
VIDON AMANDINE,6,37,ELITE ET U23 FEMMES,
CORABOEUF LEA,7,37,ELITE ET U23 FEMMES,
DEVIGNE CAMILLE,8,37,ELITE ET U23 FEMMES,
PERRYMAN AMY,9,37,ELITE ET U23 FEMMES,
BONNIN NOEMIE,10,37,ELITE ET U23 FEMMES,
TRITZ MATHILDE,11,37,ELITE ET U23 FEMMES,
RIGAUX ALIZEE,12,37,ELITE ET U23 FEMMES,
MOISSONNIER MARIE,13,37,ELITE ET U23 FEMMES,
WEINGARTEN AUDREY,14,37,ELITE ET U23 FEMMES,
REYNIER ROMANE,15,37,ELITE ET U23 FEMMES,
KLAES LISE,16,37,ELITE ET U23 FEMMES,
CHESNEAU ROMANE,17,37,ELITE ET U23 FEMMES,
YANNIC TIFENN,18,37,ELITE ET U23 FEMMES,
ROGER HUGOLINE,19,37,ELITE ET U23 FEMMES,
LE BRAS JUSTINE,20,37,ELITE ET U23 FEMMES,
ADAM LUCIE,21,37,ELITE ET U23 FEMMES,
BRAMOULLE PAULINE,22,37,ELITE ET U23 FEMMES,
FAVREAU PAULINE,23,37,ELITE ET U23 FEMMES,
VERDIER JULIETTE,24,37,ELITE ET U23 FEMMES,
FROUARD DIANE,25,37,ELITE ET U23 FEMMES,
CORRET SÉVERINE,26,37,ELITE ET U23 FEMMES,
REHM CORALIE,27,37,ELITE ET U23 FEMMES,
GAFFE CASSANDRA,28,37,ELITE ET U23 FEMMES,
DELSART ANAÏS,29,37,ELITE ET U23 FEMMES,
MORICEAU CLARISSE,30,37,ELITE ET U23 FEMMES,
LIBOREAU MANON,31,37,ELITE ET U23 FEMMES,
BRAMOULLE MANON,32,37,ELITE ET U23 FEMMES,
LECOQ ALIZEA,33,37,ELITE ET U23 FEMMES,
BARBEREAU JULIETTE,34,37,ELITE ET U23 FEMMES,
BERGHEAUD MAËLYS,35,37,ELITE ET U23 FEMMES,
MENANT YULIZH,36,37,ELITE ET U23 FEMMES,
CAUSSE ELOISE,37,37,ELITE ET U23 FEMMES,
DEBORD ROMAIN,1,82,U23 HOMMES,
DOS REIS GRACA NATHAN,2,82,U23 HOMMES,
SIMON JULES,3,82,U23 HOMMES,
LEQUET CORENTIN,4,82,U23 HOMMES,
FERY FLORIAN,5,82,U23 HOMMES,
DAVID ALEXIS,6,82,U23 HOMMES,
TANGUY LOUIS,7,82,U23 HOMMES,
COURCIER THOMAS,8,82,U23 HOMMES,
VASSAL THÉOPHILE,9,82,U23 HOMMES,
LOETE HIPPOLYTE,10,82,U23 HOMMES,
GARNIER MATTEO,11,82,U23 HOMMES,
DUBOSQ GABIN,12,82,U23 HOMMES,
BLANC JOHAN,13,82,U23 HOMMES,
RUESCHE SOAN,14,82,U23 HOMMES,
GUILLAUME GAËL,15,82,U23 HOMMES,
VILLAR THIERY AUBIN,16,82,U23 HOMMES,
VERGER AMAURY,17,82,U23 HOMMES,
JULLIAN EVAN,18,82,U23 HOMMES,
VIVOT ALEXIS,19,82,U23 HOMMES,
CACAULT MATTEÏ,20,82,U23 HOMMES,
GAUTHIER GABIN,21,82,U23 HOMMES,
LE GOFF HUGO,22,82,U23 HOMMES,
DU MOUZA QUENTIN,23,82,U23 HOMMES,
MASSET KERRIAN,24,82,U23 HOMMES,
MEILLER NATHAN,25,82,U23 HOMMES,
PAPIN NATHAN,26,82,U23 HOMMES,
MENISSIER CLÉMENT,27,82,U23 HOMMES,
CANOLLE THÉO,28,82,U23 HOMMES,
LEFEVRE CLÉMENT,29,82,U23 HOMMES,
POULY QUENTIN,30,82,U23 HOMMES,
NICOLET FLAVIEN,31,82,U23 HOMMES,
MILLAT WILLIAM,32,82,U23 HOMMES,
ROMAIN EMILIEN,33,82,U23 HOMMES,
CHARRIER KYLIAN,34,82,U23 HOMMES,
HUBY THOMAS,35,82,U23 HOMMES,
GOURGIN ESTEBAN,36,82,U23 HOMMES,
FERRE MATTEO,37,82,U23 HOMMES,
BOUTELOUP ALEXIS,38,82,U23 HOMMES,
MARTINEZ LORIS,39,82,U23 HOMMES,
LEVILLAIN MARTIN,40,82,U23 HOMMES,
BAGUET ELIOT,41,82,U23 HOMMES,
HENRION THOMAS,42,82,U23 HOMMES,
GANTOIS TIMEO,43,82,U23 HOMMES,
HERPIN SOHAN,44,82,U23 HOMMES,
GUERILLON ENZO,45,82,U23 HOMMES,
FAUVEL RONAN,46,82,U23 HOMMES,
REGNAULT THIBAULT,47,82,U23 HOMMES,
BALEINE KYRIO,48,82,U23 HOMMES,
CORMERAIS MAXIME,49,82,U23 HOMMES,
DUPUY JOAN,50,82,U23 HOMMES,
COLLIER ELOI,51,82,U23 HOMMES,
BUSNEL TOM,52,82,U23 HOMMES,
PAULY BAPTISTE,53,82,U23 HOMMES,
GUILMET RAPHAEL,54,82,U23 HOMMES,
BOUCHEREZ ROMAIN,55,82,U23 HOMMES,
AUROUX FLORIAN,56,82,U23 HOMMES,
RENAUD ALEXIS,57,82,U23 HOMMES,
GUILLET YANIS,58,82,U23 HOMMES,
FOUQUET AUDRIC,59,82,U23 HOMMES,
TROUILLARD ARMAND,60,82,U23 HOMMES,
LAHAYE NATHAN,61,82,U23 HOMMES,
MICHELET NATHAN,62,82,U23 HOMMES,
CHAUDERLOT PHULPIN TOM,63,82,U23 HOMMES,
BOISSONNOT LUCAS,64,82,U23 HOMMES,
DELPRAT LÉO,65,82,U23 HOMMES,
AMET BASILE,66,82,U23 HOMMES,
SAUSSOIS GHAZANI MATHIS,67,82,U23 HOMMES,
FRICHET GABIN,68,82,U23 HOMMES,
RADOUX JULES,69,82,U23 HOMMES,
DOUGNY LUCAS,70,82,U23 HOMMES,
CHAMPION CORENTIN,71,82,U23 HOMMES,
PRAT MATÉO,72,82,U23 HOMMES,
TARBOURIECH MATHIS,73,82,U23 HOMMES,
FEBREAU HUGO,74,82,U23 HOMMES,
THATCHER EDOUARD,75,82,U23 HOMMES,
HENRY ETHAN,76,82,U23 HOMMES,
MHEDBI CEYLIAM,77,82,U23 HOMMES,
CERFEUILLET L.,78,82,U23 HOMMES,
LEROY NATHAN,79,82,U23 HOMMES,
REGOST THIBAUT,80,82,U23 HOMMES,
AGOMBAR OLIVER,81,82,U23 HOMMES,
GRACE DANIEL,82,82,U23 HOMMES,
DEVOS VICTOR,1,111,U19 HOMMES,
LE PANN SOEN,2,111,U19 HOMMES,
BRUYERE JOUMARD SOREN,3,111,U19 HOMMES,
VERRIER LEO,4,111,U19 HOMMES,
LE BOURHIS PIERRE,5,111,U19 HOMMES,
FAHY AUGUSTIN,6,111,U19 HOMMES,
INGELAERE ANTOINE,7,111,U19 HOMMES,
MARTINEAU AXEL,8,111,U19 HOMMES,
CHAINEL CALISTE,9,111,U19 HOMMES,
BOUYSSOU CLÉMENT,10,111,U19 HOMMES,
CLEMENTE ANTOINE,11,111,U19 HOMMES,
SUIRE MALO,12,111,U19 HOMMES,
DETRE MAXENCE,13,111,U19 HOMMES,
BULTEAU LUCAS,14,111,U19 HOMMES,
TARDIEU CLÉMENT,15,111,U19 HOMMES,
BOVO BIANTO KYLIAN,16,111,U19 HOMMES,
RAFFO JOSEPH,17,111,U19 HOMMES,
RAEKELBOOM NOÉ,18,111,U19 HOMMES,
DEBENNE MATIS,19,111,U19 HOMMES,
GAILLARD EWEN,20,111,U19 HOMMES,
MORINIERE LILIAN,21,111,U19 HOMMES,
BILLET SIMON,22,111,U19 HOMMES,
GENTER GABRIEL,23,111,U19 HOMMES,
BRUTIN ALBAN,24,111,U19 HOMMES,
COLOTTE NYS ANTOINE,25,111,U19 HOMMES,
LOUISON TIMÉO,26,111,U19 HOMMES,
BABIN GABRIEL,27,111,U19 HOMMES,
BELLIER ADAM,28,111,U19 HOMMES,
DANIEL EMERIC,29,111,U19 HOMMES,
CHEMILLÉ NATHAN,30,111,U19 HOMMES,
THOUREAU LUCAS,31,111,U19 HOMMES,
DUGAY CHARLIE,32,111,U19 HOMMES,
GOBILLOT AXEL,33,111,U19 HOMMES,
DAVID QUENTIN,34,111,U19 HOMMES,
NOEL M.,35,111,U19 HOMMES,
FERRON TIMOTE,36,111,U19 HOMMES,
ROISSE CLÉMENT,37,111,U19 HOMMES,
DESTOUCHES TOM,38,111,U19 HOMMES,
ANTOINE LOUIS,39,111,U19 HOMMES,
SPARFEL BATISTE,40,111,U19 HOMMES,
MAGIOGLOU IRAKLIS,41,111,U19 HOMMES,
DURAND LOUIS,42,111,U19 HOMMES,
COUGOULAT LE STUNFF NOÉ,43,111,U19 HOMMES,
BOULLE LORIS,44,111,U19 HOMMES,
VANAELST BATISTE,45,111,U19 HOMMES,
BORNERT ETHAN,46,111,U19 HOMMES,
VAZE PIERRICK,47,111,U19 HOMMES,
CALLAMAND AUGUSTIN,48,111,U19 HOMMES,
CHESNEL THOMAS,49,111,U19 HOMMES,
JOUBARD MAXIME,50,111,U19 HOMMES,
JESTIN NOLAN,51,111,U19 HOMMES,
GROLLET NAËL,52,111,U19 HOMMES,
COUTIN VICTOR,53,111,U19 HOMMES,
GENTY MAHE,54,111,U19 HOMMES,
LECUYER NATHAËL,55,111,U19 HOMMES,
LE PALLEC MATHIS,56,111,U19 HOMMES,
ORTEGA MARTIN THIBAULT,57,111,U19 HOMMES,
DHONDT CLOVIS,58,111,U19 HOMMES,
LE FOURNIS KENAN,59,111,U19 HOMMES,
LETOURNEUR LOUIS,60,111,U19 HOMMES,
ROUANET LIAM,61,111,U19 HOMMES,
COURCIER MAËL,62,111,U19 HOMMES,
MARCHAND ANTONIN,63,111,U19 HOMMES,
GRONDIN BAPTISTE,64,111,U19 HOMMES,
ALVAREZ ALBAN,65,111,U19 HOMMES,
CHATONNET JAMES,66,111,U19 HOMMES,
TRUCHOT LANCELOT,67,111,U19 HOMMES,
LUTTIAU NOE,68,111,U19 HOMMES,
GILBERT ANTOINE,69,111,U19 HOMMES,
REGOST LOUIS,70,111,U19 HOMMES,
LESCANE WILLIAM,71,111,U19 HOMMES,
VINCENT ELOUAN,72,111,U19 HOMMES,
THATCHER HENRI,73,111,U19 HOMMES,
GUILMET AMAURY,74,111,U19 HOMMES,
BURIDON ROBIN,75,111,U19 HOMMES,
CHEVALIER BAILLOU PIERRE,76,111,U19 HOMMES,
MARY TIMOTHÉ,77,111,U19 HOMMES,
LOIRE HORACIO,78,111,U19 HOMMES,
GILLET UGO,79,111,U19 HOMMES,
BARRIER PAIVA TIAGO,80,111,U19 HOMMES,
TESSIER CLÉMENT,81,111,U19 HOMMES,
DELBOVE GABRIEL,82,111,U19 HOMMES,
PILON MARIUS,83,111,U19 HOMMES,
GOBARD LOUIS,84,111,U19 HOMMES,
BRICE ALEXANDRE,85,111,U19 HOMMES,
CROZIER LOÏS,86,111,U19 HOMMES,
BOUDIER BAPTISTE,87,111,U19 HOMMES,
GILBERT ETHAN,88,111,U19 HOMMES,
ANDRIEUX NINO,89,111,U19 HOMMES,
JEANJEAN MATHIS,90,111,U19 HOMMES,
BONNEAU YLLAN,91,111,U19 HOMMES,
LAMOINE CLÉMENT,92,111,U19 HOMMES,
DUC CHARLES,93,111,U19 HOMMES,
DESCRAINS NATHAN,94,111,U19 HOMMES,
BROTIN HUGO,95,111,U19 HOMMES,
BARBEY POINT SAMUEL,96,111,U19 HOMMES,
BRUNE MAEL,97,111,U19 HOMMES,
LEMOUTON NOA,98,111,U19 HOMMES,
LECOLLINET ALEXANDRE,99,111,U19 HOMMES,
SAUVAGE ALBIN,100,111,U19 HOMMES,
BOURDOU ETHAN,101,111,U19 HOMMES,
SIMON MATHIS,102,111,U19 HOMMES,
ONFROY TOM,103,111,U19 HOMMES,
MARCONNET MATHYS,104,111,U19 HOMMES,
PERROT MATHÉO,105,111,U19 HOMMES,
FRANCOIS TANGUY,106,111,U19 HOMMES,
LAMBERDIERE AUGUSTIN,107,111,U19 HOMMES,
GUY RUDY,108,111,U19 HOMMES,
WASSER MAXIM,109,111,U19 HOMMES,
LEWANDOWSKI MAXENCE,110,111,U19 HOMMES,
DEFRANCQ MAEL,111,111,U19 HOMMES,
REVOL LISE,1,31,U19 FEMMES,
PICHON LALY,2,31,U19 FEMMES,
ELIZALDE LUCIE,3,31,U19 FEMMES,
BAUD JUSTINE,4,31,U19 FEMMES,
AGUIRRE LAVIN LÉA,5,31,U19 FEMMES,
LAMBERT ZÉLIE,6,31,U19 FEMMES,
VAXILLAIRE NOLWENN,7,31,U19 FEMMES,
VILLAR THIERY FAUSTINE,8,31,U19 FEMMES,
LEBRETON ELOANE,9,31,U19 FEMMES,
DOLLE ELISA,10,31,U19 FEMMES,
OMPRARET JUSTINE,11,31,U19 FEMMES,
MARTINET ANAÏS,12,31,U19 FEMMES,
BASSET CAMILLE,13,31,U19 FEMMES,
BOURDON LENA,14,31,U19 FEMMES,
AUVRAY JADE,15,31,U19 FEMMES,
MARTINET NOÉMIE,16,31,U19 FEMMES,
LE CAVIL KENZA,17,31,U19 FEMMES,
SAVORGNANO AMBRA,18,31,U19 FEMMES,
DUCHEMIN ELISA,19,31,U19 FEMMES,
RICHER MARGOT,20,31,U19 FEMMES,
SERMONET JADE,21,31,U19 FEMMES,
DEWAELE NIKKI,22,31,U19 FEMMES,
PRINET LOU ANNE,23,31,U19 FEMMES,
MARCHESAN INÉS,24,31,U19 FEMMES,
BLANCHET ANNA,25,31,U19 FEMMES,
HENRION CLAIRE,26,31,U19 FEMMES,
SPARFEL ANAËLLE,27,31,U19 FEMMES,
CURY MAELYNE,28,31,U19 FEMMES,
DELAFOSSE NOËMIE,29,31,U19 FEMMES,
NAEGELEN LÉONIE,30,31,U19 FEMMES,
FRAGNOLI LOUANE,31,31,U19 FEMMES,
SPARFEL AUBIN,1,5,CG Elite Homme,
VERRIER TRISTAN,2,5,CG Elite Homme,
BETON DAMIEN,3,5,CG Elite Homme,
JOT MATÉO,4,5,CG Elite Homme,
NAVARRO QUENTIN,5,5,CG Elite Homme,
MORICHON ANAÏS,1,5,CG Elite Femme,
VIDON AMANDINE,2,5,CG Elite Femme,
DEVIGNE CAMILLE,3,5,CG Elite Femme,
MULLER AMANDINE,4,5,CG Elite Femme,
KLAES LISE,5,5,CG Elite Femme,
DEBORD ROMAIN,1,5,CG U23 Homme,
DAVID ALEXIS,2,5,CG U23 Homme,
SIMON JULES,3,5,CG U23 Homme,
LEQUET CORENTIN,4,5,CG U23 Homme,
COURCIER THOMAS,5,5,CG U23 Homme,
BRUYERE JOUMARD SOREN,1,5,CG U19 Homme,
DEVOS VICTOR,2,5,CG U19 Homme,
LE BOURHIS PIERRE,3,5,CG U19 Homme,
CLEMENTE ANTOINE,4,5,CG U19 Homme,
CHAINEL CALISTE,5,5,CG U19 Homme,
PICHON LALY,1,5,CG U19 Femme,
ELIZALDE LUCIE,2,5,CG U19 Femme,
BAUD JUSTINE,3,5,CG U19 Femme,
BASSET CAMILLE,4,5,CG U19 Femme,
LEBRETON ELOANE,5,5,CG U19 Femme,
BRISSON MAXIME,1,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
FROGER AODREN,2,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
CONAN ENZO,3,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
FELIX VALENTIN,4,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
GRIESBAECHER JULES,5,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
VANAELST MAXIME,6,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
COLIN THEO,7,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
BRIAND COME,8,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
DRUJON ROBIN,9,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
DAVOUST TYLIO,10,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
BALBOUS NATHANAEL,11,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
KERISIT NOLAN,12,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
ZUGER MILAZZO ILAN,13,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
VEYRAC ROBIN,14,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
VICHARD JULES,15,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
LALLOUËT ARTHUR,16,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
JEANJEAN NOÉ,17,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
USSEGLIO TOM,18,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
ROGIER RAPHAEL,19,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
AUGENDRE COURTOIS ILAN,20,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
LE BERRE J.,21,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
DIEUDONNE LÉO,22,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
LETOUZE KIMMY,23,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
ANNEZO JUSTIN,24,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
VERGER NATHANAEL,25,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
BOUILLET JUSTIN,26,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
PRETET HUGO,27,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
BAUD MAXIME,28,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
AUCLAIR MILO,29,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
LEDOUX LOUIS,30,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
DANIEL MATEO,31,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
LOMBARDOT MAE,32,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
BENTZINGER MATHIEU,33,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
SCHWINDLING ETHAN,34,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
HIMMESOETE RAPHAËL,35,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
OMPRARET GABIN,36,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
LAOUENAN ROBIN,37,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
AGUIRRE LAVIN CLÉMENT,38,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
CALVEZ ROBIN,39,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
CHABERT LEO,40,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
DESSERRE LÉOPOLD,41,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
LESOURD LOUIS MARIE,42,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
MAIRE FÉLIX,43,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
ARCHAMBAUD ALEXIS,44,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
TARDY ROBIN,45,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
CODABEY AARON,46,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
GENTER VIVIEN,47,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
FERNANDEZ LÉO,48,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
LESIOURD NOA,49,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
KASZUBA DORIAN,50,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
NOEL GIANNI,51,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
NOEL MARIUS,52,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
DUPUIS NOAM,53,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
ENGOULVENT LENNY,54,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
GIRARD LOU,55,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
THOMAS ROBIN,56,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
BERTRAND YVANN,57,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
LECOT SACHA,58,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
BOUCHER TIBERE,59,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
GODIN NATHAN,60,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
CHAMPENOIS TÉO,61,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
SIRE CLERC GATIEN,62,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
DOBROWOLSKI NYLAN,63,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
TRÉMELO LÉOPOLD,64,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
BOURBIGOT TOM,65,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
RIPAUD LOUKA,66,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
REGAZZI LÉONARD,67,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
SABOURIN BAPTISTE,68,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
BERHAULT EVAN,69,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
DESGROUSILLIERS JACQUES,70,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
GOMES QUENTIN,71,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
BONNAUD MORLEVAT ANTOINE,72,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
CHAVANEL HUGO,73,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
ANTUNES HUGO,74,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
MAHE GABRIEL,75,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
LE BARH KYLANN,76,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
KIRSCH THÉO,77,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
